myFunc generated func Eliott activation: x/(1+fabsf(x))
input 0.162933 0.00432541 PredOutput 0.163017 0.00167494 
input -1.82868 -6.11527 PredOutput -1.82847 -6.11963 
input -0.178795 -0.00571567 PredOutput -0.180554 -0.00870234 
input 0.118039 0.00164465 PredOutput 0.118293 0.00104427 
input 0.146311 0.00313209 PredOutput 0.146561 0.00108565 
input 0.350967 0.0432314 PredOutput 0.351287 0.0421179 
input 1.09534 1.31417 PredOutput 1.09703 1.31617 
input -2.06657 -8.82578 PredOutput -2.06669 -8.82409 
input 0.300869 0.0272354 PredOutput 0.299758 0.0243439 
input 1.2085 1.76498 PredOutput 1.20793 1.76511 
input 0.174169 0.00528341 PredOutput 0.174099 0.0023139 
input -2.10888 -9.37904 PredOutput -2.10889 -9.37814 
input 1.97432 7.69573 PredOutput 1.97418 7.69222 
input 0.957055 0.876618 PredOutput 0.958722 0.875527 
input 0.910779 0.755508 PredOutput 0.911754 0.753248 
input -0.330996 -0.0362632 PredOutput -0.3316 -0.0355212 
input -0.268735 -0.0194076 PredOutput -0.271161 -0.020468 
input -1.81898 -6.0184 PredOutput -1.81882 -6.02272 
input -0.114125 -0.00148641 PredOutput -0.112169 -0.00201412 
input 0.0368253 4.99389e-05 PredOutput 0.0366953 0.00377155 
input 0.197496 0.00770324 PredOutput 0.197046 0.00426804 
input 2.08779 9.10046 PredOutput 2.08853 9.10028 
input 0.165703 0.00454979 PredOutput 0.165751 0.00181509 
input 1.28729 2.13319 PredOutput 1.28522 2.13086 
input -0.25173 -0.0159517 PredOutput -0.254367 -0.0176722 
input 0.141761 0.00284884 PredOutput 0.142038 0.000997934 
input -2.06771 -8.84038 PredOutput -2.06782 -8.83868 
input 2.08184 9.02288 PredOutput 2.08259 9.02344 
input 0.978457 0.936754 PredOutput 0.980367 0.936324 
input 0.118876 0.0016799 PredOutput 0.119138 0.00102862 
input -1.65453 -4.52926 PredOutput -1.65558 -4.53191 
input -1.97884 -7.74878 PredOutput -1.97922 -7.75143 
input -0.482729 -0.112489 PredOutput -0.480685 -0.110367 
input 0.455009 0.094202 PredOutput 0.456206 0.09675 
input -1.24759 -1.94185 PredOutput -1.24825 -1.94284 
input 1.15579 1.54395 PredOutput 1.15641 1.54547 
input 1.41611 2.83979 PredOutput 1.41566 2.84306 
input -1.57129 -3.87944 PredOutput -1.57115 -3.87752 
input 1.12703 1.43155 PredOutput 1.12822 1.43347 
input -1.18807 -1.67698 PredOutput -1.18875 -1.67898 
input -0.708089 -0.355028 PredOutput -0.708889 -0.356944 
input 0.541146 0.158469 PredOutput 0.53969 0.160551 
input -1.74925 -5.3525 PredOutput -1.74913 -5.34843 
input 0.995035 0.985178 PredOutput 0.997079 0.985259 
input -1.26894 -2.04326 PredOutput -1.26945 -2.04341 
input -1.0304 -1.094 PredOutput -1.02978 -1.09225 
input -0.820336 -0.552045 PredOutput -0.820753 -0.553201 
input 1.29252 2.15927 PredOutput 1.29038 2.15683 
input 1.28918 2.14258 PredOutput 1.28708 2.1402 
input 1.25552 1.97913 PredOutput 1.25395 1.97768 
input -0.971619 -0.91725 PredOutput -0.971158 -0.91596 
input 1.40525 2.77496 PredOutput 1.4045 2.77753 
input -0.526088 -0.145605 PredOutput -0.525283 -0.144693 
input 8.18253e-05 5.47851e-13 PredOutput 0.000881799 0.00369573 
input 2.07105 8.88322 PredOutput 2.07179 8.88509 
input -1.16492 -1.58085 PredOutput -1.16538 -1.58236 
input 1.43394 2.94842 PredOutput 1.43385 2.95208 
input 1.19991 1.72759 PredOutput 1.19954 1.72799 
input -1.98517 -7.82332 PredOutput -1.98557 -7.82589 
input -0.542824 -0.159948 PredOutput -0.542438 -0.159534 
input -0.954191 -0.868773 PredOutput -0.953805 -0.867704 
input 1.7262 5.14366 PredOutput 1.72623 5.14193 
input -1.0805 -1.26145 PredOutput -1.07997 -1.25996 
input 1.14299 1.49325 PredOutput 1.14388 1.49499 
input -2.14832 -9.9151 PredOutput -2.14817 -9.9146 
input -1.20203 -1.73678 PredOutput -1.20277 -1.7388 
input -1.46235 -3.12717 PredOutput -1.46177 -3.12884 
input 0.686833 0.324006 PredOutput 0.684807 0.323703 
input 1.47422 3.20396 PredOutput 1.4745 3.20577 
input -0.173155 -0.00519169 PredOutput -0.174703 -0.00805978 
input 1.15663 1.54735 PredOutput 1.15724 1.54885 
input -1.8445 -6.27533 PredOutput -1.84416 -6.27877 
input -2.03541 -8.43252 PredOutput -2.03568 -8.43223 
input 1.03465 1.10759 PredOutput 1.0368 1.10875 
input 1.76072 5.45842 PredOutput 1.76013 5.45526 
input 1.07385 1.2383 PredOutput 1.07578 1.24015 
input 0.143645 0.00296396 PredOutput 0.143912 0.00103054 
input 0.349773 0.0427917 PredOutput 0.35004 0.0416212 
input 0.784746 0.483268 PredOutput 0.786222 0.485559 
input 0.537742 0.155497 PredOutput 0.536387 0.157646 
input -1.33572 -2.38311 PredOutput -1.33557 -2.38104 
input 0.792749 0.498203 PredOutput 0.794032 0.49991 
input 1.72839 5.16325 PredOutput 1.72838 5.16137 
input -1.25489 -1.97614 PredOutput -1.2555 -1.97686 
input -1.557 -3.77459 PredOutput -1.55658 -3.77173 
input 0.693096 0.33295 PredOutput 0.691268 0.332737 
input 2.13049 9.67023 PredOutput 2.13092 9.66641 
input 1.98911 7.86999 PredOutput 1.9892 7.86988 
input -0.73114 -0.390842 PredOutput -0.731909 -0.392746 
input -1.41542 -2.83567 PredOutput -1.41505 -2.83781 
input 1.59345 4.04587 PredOutput 1.5946 4.04586 
input 0.741262 0.4073 PredOutput 0.741601 0.40891 
input -0.0457717 -9.58937e-05 PredOutput -0.0437539 0.0023745 
input 0.351848 0.0435578 PredOutput 0.352208 0.0424867 
input 0.877115 0.674791 PredOutput 0.8776 0.672243 
input 1.58171 3.95711 PredOutput 1.58252 3.9548 
input -0.936404 -0.821087 PredOutput -0.936102 -0.820269 
input -1.53957 -3.64917 PredOutput -1.53893 -3.64618 
input -1.74094 -5.2766 PredOutput -1.74091 -5.27259 
input 2.13368 9.71378 PredOutput 2.13407 9.70995 
input -1.08885 -1.29093 PredOutput -1.08836 -1.28957 
input 0.748106 0.418687 PredOutput 0.748822 0.420714 
input -0.79996 -0.511924 PredOutput -0.800488 -0.513345 
input -1.16846 -1.59529 PredOutput -1.16896 -1.59692 
input -1.52274 -3.53083 PredOutput -1.522 -3.52846 
input 2.09791 9.23338 PredOutput 2.09862 9.23198 
input -0.23266 -0.0125941 PredOutput -0.235292 -0.0151524 
input -1.77081 -5.55283 PredOutput -1.77055 -5.54997 
input 0.033242 3.67335e-05 PredOutput 0.0331841 0.00380429 
input -0.635765 -0.256975 PredOutput -0.636481 -0.258451 
input -1.04009 -1.12515 PredOutput -1.03947 -1.12339 
input -0.315443 -0.0313878 PredOutput -0.316591 -0.03103 
input 0.130918 0.00224386 PredOutput 0.131223 0.000913337 
input -0.17262 -0.00514363 PredOutput -0.174146 -0.00799915 
input -0.280946 -0.0221753 PredOutput -0.283119 -0.0228167 
input 0.448933 0.0904786 PredOutput 0.450275 0.0929417 
input 0.510115 0.132741 PredOutput 0.509637 0.135311 
input -0.166914 -0.00465027 PredOutput -0.168191 -0.00735727 
input -1.79305 -5.76468 PredOutput -1.79286 -5.76581 
input 1.50058 3.37889 PredOutput 1.50088 3.37828 
input 1.69854 4.90032 PredOutput 1.69917 4.90082 
input -1.80572 -5.88778 PredOutput -1.80558 -5.89109 
input -1.67093 -4.66527 PredOutput -1.67185 -4.66671 
input -0.142871 -0.00291631 PredOutput -0.14228 -0.00472029 
input 0.930311 0.805165 PredOutput 0.931595 0.803326 
input 0.225729 0.0115018 PredOutput 0.224825 0.00782036 
input 1.52509 3.54721 PredOutput 1.52539 3.54435 
input 1.69199 4.84389 PredOutput 1.69276 4.84496 
input 1.38687 2.66749 PredOutput 1.38549 2.66807 
input 1.06877 1.22083 PredOutput 1.07075 1.22261 
input 0.671388 0.302636 PredOutput 0.668959 0.302233 
input 1.30587 2.22688 PredOutput 1.30362 2.22426 
input 1.52032 3.51401 PredOutput 1.52061 3.51154 
input -1.68522 -4.786 PredOutput -1.68598 -4.78615 
input 1.52079 3.51725 PredOutput 1.52108 3.51475 
input -1.38439 -2.65326 PredOutput -1.384 -2.6528 
input -1.70285 -4.93778 PredOutput -1.70336 -4.93624 
input -1.86725 -6.5104 PredOutput -1.8667 -6.51119 
input -1.44839 -3.03851 PredOutput -1.4479 -3.04078 
input 1.78696 5.70613 PredOutput 1.7861 5.7037 
input 0.603037 0.219297 PredOutput 0.600265 0.219891 
input 0.559761 0.175392 PredOutput 0.557793 0.177064 
input -0.858314 -0.632323 PredOutput -0.858496 -0.63287 
input -1.32027 -2.30139 PredOutput -1.32027 -2.29959 
input 1.20127 1.73349 PredOutput 1.20087 1.73384 
input -0.174639 -0.00532624 PredOutput -0.176245 -0.00822821 
input 1.60094 4.10322 PredOutput 1.60227 4.10455 
input 0.43812 0.0840966 PredOutput 0.439681 0.0863666 
input -1.63001 -4.33086 PredOutput -1.63107 -4.33431 
input 0.203493 0.00842654 PredOutput 0.202941 0.00491394 
input 0.839215 0.591045 PredOutput 0.839483 0.589253 
input -0.224311 -0.0112863 PredOutput -0.226896 -0.0141242 
input 1.8072 5.90222 PredOutput 1.80641 5.90291 
input -1.3372 -2.39105 PredOutput -1.33704 -2.38898 
input 1.19963 1.72641 PredOutput 1.19927 1.72682 
input -0.651995 -0.277162 PredOutput -0.65276 -0.278801 
input -0.0663544 -0.000292152 PredOutput -0.06401 0.00135453 
input -2.11835 -9.50596 PredOutput -2.11834 -9.50549 
input 1.484 3.26812 PredOutput 1.4843 3.2691 
input 1.12756 1.43358 PredOutput 1.12874 1.4355 
input 0.0811164 0.000533735 PredOutput 0.0807317 0.00259165 
input 1.21605 1.79825 PredOutput 1.21531 1.79813 
input -0.761781 -0.442069 PredOutput -0.762469 -0.44384 
input -2.13205 -9.69148 PredOutput -2.132 -9.69145 
input 2.02002 8.2427 PredOutput 2.0205 8.24697 
input -2.18478 -10.4286 PredOutput -2.18512 -10.4303 
input -0.730865 -0.390402 PredOutput -0.731635 -0.392305 
input -1.92107 -7.08975 PredOutput -1.92052 -7.08657 
input -1.02265 -1.06952 PredOutput -1.02205 -1.06779 
input -1.68401 -4.77566 PredOutput -1.68478 -4.77592 
input 0.0818211 0.000547766 PredOutput 0.0814454 0.00256005 
input -1.72213 -5.10735 PredOutput -1.72235 -5.10422 
input 0.0639095 0.000261033 PredOutput 0.0634557 0.00322617 
input -2.01839 -8.22266 PredOutput -2.01874 -8.22353 
input 1.71072 5.0065 PredOutput 1.71108 5.00597 
input 1.45249 3.06433 PredOutput 1.45264 3.06754 
input -0.76772 -0.452489 PredOutput -0.768387 -0.45422 
input -1.14896 -1.51674 PredOutput -1.14918 -1.51757 
input -1.45311 -3.06827 PredOutput -1.45258 -3.07037 
input -1.11018 -1.36831 PredOutput -1.10986 -1.36746 
input -2.1167 -9.48364 PredOutput -2.11669 -9.48309 
input -1.43342 -2.94526 PredOutput -1.433 -2.94778 
input -1.48468 -3.27265 PredOutput -1.48399 -3.27288 
input 1.73673 5.23836 PredOutput 1.73655 5.23597 
input 0.293602 0.0253092 PredOutput 0.292407 0.0222505 
input 1.98557 7.82814 PredOutput 1.98561 7.82714 
input -0.43935 -0.0848069 PredOutput -0.43709 -0.0824252 
input -0.447526 -0.08963 PredOutput -0.445224 -0.0872363 
input 2.04269 8.52333 PredOutput 2.04334 8.52763 
input 1.9153 7.02606 PredOutput 1.91483 7.0232 
input -1.90214 -6.88218 PredOutput -1.90144 -6.87907 
input 1.67149 4.66996 PredOutput 1.67266 4.67266 
input -1.54776 -3.70778 PredOutput -1.54721 -3.70473 
input -1.32168 -2.30878 PredOutput -1.32167 -2.30695 
input -1.98232 -7.78969 PredOutput -1.98271 -7.79231 
input 0.690359 0.329022 PredOutput 0.688442 0.328765 
input -2.08844 -9.10888 PredOutput -2.08847 -9.10723 
input -0.0495743 -0.000121834 PredOutput -0.0474808 0.00220549 
input -1.71412 -5.03645 PredOutput -1.71446 -5.03392 
input -1.50473 -3.40705 PredOutput -1.50398 -3.40581 
input 1.09458 1.31142 PredOutput 1.09628 1.31343 
input -0.434359 -0.0819498 PredOutput -0.432142 -0.0795872 
input -1.21368 -1.78777 PredOutput -1.21444 -1.78967 
input 1.02053 1.06286 PredOutput 1.02268 1.06367 
input 2.04988 8.61364 PredOutput 2.05057 8.61753 
input 1.3851 2.65729 PredOutput 1.38366 2.65768 
input -1.72134 -5.10039 PredOutput -1.72158 -5.09732 
input -1.43716 -2.96835 PredOutput -1.43672 -2.97085 
input -1.11131 -1.37246 PredOutput -1.111 -1.37164 
input 0.00310884 3.00465e-08 PredOutput 0.00382224 0.00373583 
input -1.4041 -2.76818 PredOutput -1.40374 -2.76965 
input -0.84963 -0.613323 PredOutput -0.849868 -0.614021 
input -1.9669 -7.60936 PredOutput -1.96719 -7.6118 
input 0.359402 0.0464238 PredOutput 0.360126 0.0457331 
input 1.26601 2.02913 PredOutput 1.26425 2.02735 
input -1.15348 -1.53472 PredOutput -1.15378 -1.53577 
input 1.68652 4.79701 PredOutput 1.6874 4.79855 
input -1.65336 -4.51963 PredOutput -1.65441 -4.52235 
input -0.620631 -0.239056 PredOutput -0.621272 -0.240334 
input 0.227397 0.0117585 PredOutput 0.226468 0.00807203 
input 0.606024 0.222572 PredOutput 0.603222 0.223093 
input 0.813114 0.537593 PredOutput 0.813705 0.537342 
input 0.320157 0.0328164 PredOutput 0.319412 0.0304745 
input -0.220607 -0.0107364 PredOutput -0.223166 -0.0136692 
input 0.069135 0.000330441 PredOutput 0.0686762 0.00305813 
input 1.40707 2.78576 PredOutput 1.40637 2.78847 
input -2.11645 -9.48039 PredOutput -2.11644 -9.47984 
input -1.58986 -4.01865 PredOutput -1.59027 -4.01934 
input 0.737262 0.400742 PredOutput 0.737382 0.402119 
input 0.950801 0.859547 PredOutput 0.952386 0.858269 
input -0.253977 -0.0163827 PredOutput -0.256598 -0.0180104 
input 0.417506 0.072776 PredOutput 0.419323 0.0745259 
input 0.330892 0.0362293 PredOutput 0.330447 0.0342624 
input 0.472501 0.105489 PredOutput 0.473221 0.108186 
input -0.337137 -0.0383194 PredOutput -0.337523 -0.0374359 
input 2.15186 9.96418 PredOutput 2.15193 9.96158 
input -1.67541 -4.70291 PredOutput -1.67628 -4.70397 
input 1.8597 6.43171 PredOutput 1.85918 6.43503 
input 0.320034 0.0327785 PredOutput 0.319285 0.0304315 
input -0.805709 -0.52304 PredOutput -0.806207 -0.524392 
input 0.685576 0.322231 PredOutput 0.683512 0.321913 
input 1.18979 1.68427 PredOutput 1.18965 1.68497 
input 2.0573 8.7075 PredOutput 2.05802 8.71079 
input -0.878792 -0.678669 PredOutput -0.878838 -0.678848 
input -0.659087 -0.286305 PredOutput -0.659866 -0.288002 
input 1.78242 5.66283 PredOutput 1.7816 5.66014 
input -1.30774 -2.23646 PredOutput -1.30786 -2.23503 
input -1.64305 -4.43562 PredOutput -1.64413 -4.43883 
input 1.32311 2.31628 PredOutput 1.3208 2.31361 
input 0.370133 0.0507078 PredOutput 0.371325 0.0505621 
input -2.0746 -8.92898 PredOutput -2.07468 -8.9272 
input 1.19494 1.70625 PredOutput 1.19469 1.7068 
input -0.0081285 -5.3707e-07 PredOutput -0.00709137 0.0035565 
input 1.23634 1.88981 PredOutput 1.23516 1.889 
input -1.89225 -6.77538 PredOutput -1.89155 -6.77308 
input 1.67523 4.70138 PredOutput 1.67633 4.70381 
input -2.05415 -8.66753 PredOutput -2.05432 -8.66623 
input 0.203156 0.00838471 PredOutput 0.20261 0.00487553 
input 0.257281 0.0170304 PredOutput 0.256039 0.0134315 
input 1.04549 1.14277 PredOutput 1.04761 1.14417 
input 1.31858 2.29257 PredOutput 1.31627 2.28988 
input -1.37742 -2.61334 PredOutput -1.37703 -2.61234 
input -0.0250046 -1.56336e-05 PredOutput -0.0234915 0.00313615 
input -0.893287 -0.71281 PredOutput -0.893237 -0.712721 
input -1.30976 -2.24688 PredOutput -1.30987 -2.24538 
input 0.588429 0.203743 PredOutput 0.585855 0.204701 
input 0.35315 0.044043 PredOutput 0.35357 0.0430349 
input -1.49102 -3.31472 PredOutput -1.4903 -3.31448 
input -0.88437 -0.691675 PredOutput -0.884379 -0.69175 
input 0.29312 0.0251846 PredOutput 0.29192 0.0221158 
input -0.964255 -0.896553 PredOutput -0.963825 -0.895353 
input -1.77092 -5.55387 PredOutput -1.77066 -5.55102 
input 1.26292 2.01431 PredOutput 1.26121 2.01263 
input -0.805442 -0.522519 PredOutput -0.805941 -0.523873 
input 2.14521 9.87206 PredOutput 2.14541 9.86874 
input -1.54422 -3.68238 PredOutput -1.54363 -3.67934 
input 0.908697 0.750339 PredOutput 0.909639 0.748042 
input 1.59623 4.06709 PredOutput 1.59745 4.06761 
input 1.07531 1.24339 PredOutput 1.07723 1.24525 
input -1.53093 -3.58808 PredOutput -1.53022 -3.58534 
input 0.747641 0.417906 PredOutput 0.748332 0.419906 
input -0.763586 -0.445219 PredOutput -0.764268 -0.446978 
input 1.73034 5.18076 PredOutput 1.73029 5.17875 
input 1.62129 4.26166 PredOutput 1.62287 4.26515 
input -2.0544 -8.67073 PredOutput -2.05457 -8.66942 
input -0.18897 -0.006748 PredOutput -0.191033 -0.0098803 
input -2.10719 -9.3564 PredOutput -2.10719 -9.35542 
input 1.1368 1.46911 PredOutput 1.13781 1.47093 
input -1.25385 -1.97124 PredOutput -1.25447 -1.972 
input 1.97813 7.74048 PredOutput 1.97805 7.73768 
input 0.878254 0.677423 PredOutput 0.878753 0.674873 
input -1.03491 -1.10844 PredOutput -1.03429 -1.10668 
input 1.46122 3.11993 PredOutput 1.46144 3.12268 
input 1.74164 5.28295 PredOutput 1.74137 5.28031 
input 1.11307 1.37901 PredOutput 1.1145 1.38102 
input 0.465742 0.101027 PredOutput 0.466656 0.103682 
input -1.81192 -5.9486 PredOutput -1.81178 -5.95253 
input 1.23324 1.87563 PredOutput 1.23212 1.87493 
input 1.51021 3.44439 PredOutput 1.51051 3.44286 
input 0.334611 0.0374646 PredOutput 0.334287 0.0356394 
input 0.199565 0.00794794 PredOutput 0.19908 0.00448348 
input -2.05918 -8.73141 PredOutput -2.05933 -8.72992 
input -1.61255 -4.19314 PredOutput -1.61344 -4.19612 
input 0.602382 0.218583 PredOutput 0.599618 0.219193 
input 1.58017 3.9456 PredOutput 1.58095 3.94304 
input 1.26602 2.02921 PredOutput 1.26427 2.02742 
input 0.31572 0.0314707 PredOutput 0.314871 0.0289876 
input 1.83796 6.20876 PredOutput 1.83738 6.21256 
input 0.828958 0.569636 PredOutput 0.829289 0.56833 
input 0.56404 0.179444 PredOutput 0.561965 0.181016 
input 1.71228 5.02021 PredOutput 1.71261 5.01955 
input -1.57869 -3.93452 PredOutput -1.57875 -3.93346 
input 0.927551 0.798018 PredOutput 0.928792 0.796113 
input -0.0386594 -5.77785e-05 PredOutput -0.0367991 0.00266486 
input -0.656035 -0.282346 PredOutput -0.656808 -0.284019 
input -0.778977 -0.472688 PredOutput -0.779601 -0.474326 
input 1.60354 4.12328 PredOutput 1.60493 4.12499 
input 2.18434 10.4223 PredOutput 2.18323 10.4273 
input -0.09978 -0.000993415 PredOutput -0.0974956 -0.000855505 
input 0.0973222 0.000921799 PredOutput 0.097257 0.00178029 
input -1.84622 -6.29285 PredOutput -1.84586 -6.29613 
input 1.54786 3.70847 PredOutput 1.54821 3.70432 
input -1.75536 -5.40881 PredOutput -1.75519 -5.40487 
input 0.705331 0.350896 PredOutput 0.70395 0.35095 
input -0.328414 -0.0354212 PredOutput -0.32911 -0.0347403 
input -1.54353 -3.67741 PredOutput -1.54292 -3.67437 
input -0.274266 -0.0206308 PredOutput -0.276587 -0.0214961 
input -0.532549 -0.151036 PredOutput -0.531917 -0.150321 
input 1.11487 1.38571 PredOutput 1.11627 1.3877 
input -0.421803 -0.0750461 PredOutput -0.419745 -0.0727656 
input 1.79205 5.75506 PredOutput 1.79116 5.753 
input 1.35599 2.49326 PredOutput 1.35388 2.49143 
input -1.58917 -4.01336 PredOutput -1.58955 -4.01396 
input -2.05597 -8.69056 PredOutput -2.05613 -8.68918 
input -1.64203 -4.42731 PredOutput -1.64311 -4.43055 
input -0.967175 -0.904722 PredOutput -0.966733 -0.903486 
input -0.96539 -0.899723 PredOutput -0.964955 -0.898509 
input 0.879048 0.679264 PredOutput 0.879557 0.676712 
input -0.195902 -0.00751829 PredOutput -0.198126 -0.0106961 
input -1.16129 -1.56609 PredOutput -1.1617 -1.56748 
input 0.746939 0.416731 PredOutput 0.747594 0.41869 
input 0.641049 0.263435 PredOutput 0.638188 0.263254 
input -0.857648 -0.630851 PredOutput -0.857834 -0.631411 
input -0.621599 -0.240177 PredOutput -0.622247 -0.241469 
input -0.889466 -0.703702 PredOutput -0.889441 -0.703682 
input -0.117283 -0.00161328 PredOutput -0.115429 -0.00228728 
input -1.28403 -2.11701 PredOutput -1.28439 -2.11651 
input -0.586156 -0.201391 PredOutput -0.586497 -0.202054 
input 1.96068 7.53733 PredOutput 1.9604 7.53227 
input -0.343312 -0.0404638 PredOutput -0.343477 -0.0394427 
input -0.800798 -0.513534 PredOutput -0.801321 -0.514945 
input 0.942001 0.835901 PredOutput 0.943462 0.834372 
input -0.167053 -0.00466192 PredOutput -0.168337 -0.00737272 
input 0.716674 0.368099 PredOutput 0.715773 0.368514 
input 2.09851 9.24134 PredOutput 2.09922 9.23987 
input 1.45005 3.04894 PredOutput 1.45018 3.05226 
input -0.572239 -0.187384 PredOutput -0.572396 -0.187738 
input -2.04262 -8.52246 PredOutput -2.04285 -8.52173 
input -1.29365 -2.16496 PredOutput -1.29392 -2.16406 
input 0.589548 0.204907 PredOutput 0.586956 0.205837 
input 0.985167 0.956159 PredOutput 0.987137 0.955939 
input -0.514741 -0.136385 PredOutput -0.513599 -0.135115 
input -0.35419 -0.0444334 PredOutput -0.35397 -0.0431816 
input 2.07765 8.96849 PredOutput 2.0784 8.96957 
input -1.87518 -6.59365 PredOutput -1.87456 -6.59338 
input 1.5453 3.69008 PredOutput 1.54563 3.68602 
input 0.371897 0.0514363 PredOutput 0.373153 0.0513764 
input 0.239234 0.0136921 PredOutput 0.238153 0.0100015 
input -0.173644 -0.00523579 PredOutput -0.175212 -0.00811476 
input 1.13736 1.47128 PredOutput 1.13836 1.47309 
input 0.810962 0.533336 PredOutput 0.811606 0.533259 
input 1.7941 5.77484 PredOutput 1.79321 5.77298 
input -1.87218 -6.56206 PredOutput -1.87159 -6.56219 
input -0.0455141 -9.42841e-05 PredOutput -0.0435025 0.00238529 
input 0.0524864 0.000144591 PredOutput 0.0521147 0.00352108 
input -0.26764 -0.0191715 PredOutput -0.270086 -0.0202716 
input 1.07682 1.24862 PredOutput 1.07873 1.2505 
input 0.601844 0.217998 PredOutput 0.599086 0.218621 
input -0.0787273 -0.000487951 PredOutput -0.0763056 0.000617638 
input -1.20422 -1.74628 PredOutput -1.20497 -1.74829 
input -0.917938 -0.773464 PredOutput -0.917735 -0.772937 
input 2.17931 10.3504 PredOutput 2.17855 10.3552 
input -1.97046 -7.65077 PredOutput -1.97079 -7.65332 
input 1.86568 6.49399 PredOutput 1.86517 6.49689 
input -0.995583 -0.986808 PredOutput -0.995037 -0.985265 
input -1.85574 -6.39075 PredOutput -1.8553 -6.393 
input -1.46474 -3.14255 PredOutput -1.46415 -3.14408 
input 1.80518 5.88246 PredOutput 1.80437 5.88275 
input -0.688613 -0.326531 PredOutput -0.689418 -0.328398 
input 0.760242 0.439395 PredOutput 0.761472 0.441942 
input 0.141288 0.00282042 PredOutput 0.141568 0.000991035 
input 0.639692 0.261766 PredOutput 0.636823 0.261606 
input -0.459286 -0.0968833 PredOutput -0.456988 -0.0945155 
input -1.30984 -2.24725 PredOutput -1.30994 -2.24575 
input -2.03431 -8.41877 PredOutput -2.03458 -8.41856 
input 2.09213 9.15728 PredOutput 2.09286 9.15657 
input 1.61477 4.21048 PredOutput 1.61631 4.21348 
input -0.894491 -0.715694 PredOutput -0.894433 -0.715583 
input 1.40358 2.76513 PredOutput 1.40279 2.76755 
input 1.73535 5.22589 PredOutput 1.7352 5.22358 
input -0.961836 -0.889822 PredOutput -0.961416 -0.888653 
input 0.722991 0.37792 PredOutput 0.722385 0.378587 
input 1.98393 7.80872 PredOutput 1.98394 7.80728 
input -1.25119 -1.95872 PredOutput -1.25183 -1.95958 
input 1.97211 7.66992 PredOutput 1.97195 7.66605 
input 0.706313 0.352364 PredOutput 0.704972 0.352444 
input 1.28379 2.11583 PredOutput 1.28176 2.11357 
input -1.81865 -6.01512 PredOutput -1.81849 -6.01943 
input -1.39915 -2.73898 PredOutput -1.39878 -2.74002 
input 0.26356 0.0183079 PredOutput 0.262286 0.0147688 
input -0.234744 -0.0129355 PredOutput -0.237384 -0.0154096 
input -1.612 -4.18882 PredOutput -1.61288 -4.19178 
input 0.511116 0.133524 PredOutput 0.510605 0.136082 
input 1.96413 7.57722 PredOutput 1.96388 7.57241 
input -1.98728 -7.8483 PredOutput -1.98768 -7.85083 
input -1.33869 -2.39903 PredOutput -1.33851 -2.39694 
input -0.145836 -0.00310167 PredOutput -0.145448 -0.00502896 
input -2.07347 -8.91442 PredOutput -2.07355 -8.91265 
input 1.28359 2.11485 PredOutput 1.28157 2.1126 
input -1.76327 -5.48219 PredOutput -1.76304 -5.47865 
input 0.546198 0.162948 PredOutput 0.544596 0.164927 
input 1.75327 5.38951 PredOutput 1.7528 5.38646 
input 0.297652 0.0263711 PredOutput 0.2965 0.0234024 
input -2.07995 -8.99828 PredOutput -2.08001 -8.99651 
input -0.0893746 -0.000713907 PredOutput -0.0869756 -9.31621e-05 
input 2.03508 8.42836 PredOutput 2.03568 8.4329 
input -0.214465 -0.00986437 PredOutput -0.216969 -0.0129202 
input 1.37677 2.60965 PredOutput 1.37509 2.60922 
input -0.685716 -0.322428 PredOutput -0.686521 -0.324283 
input 1.60167 4.10884 PredOutput 1.60302 4.11027 
input -1.02573 -1.07919 PredOutput -1.02512 -1.07745 
input 1.47026 3.17819 PredOutput 1.47053 3.18031 
input -1.18739 -1.67408 PredOutput -1.18806 -1.67608 
input -0.414727 -0.0713325 PredOutput -0.412792 -0.0691186 
input 0.337045 0.0382879 PredOutput 0.336805 0.0365609 
input 0.840034 0.592776 PredOutput 0.840299 0.590951 
input -0.399446 -0.0637345 PredOutput -0.397842 -0.0617015 
input 0.102394 0.00107354 PredOutput 0.102437 0.00153965 
input -1.67309 -4.68339 PredOutput -1.67399 -4.68465 
input -0.525052 -0.144746 PredOutput -0.524218 -0.143803 
input 1.61008 4.17388 PredOutput 1.61156 4.17642 
input -2.10245 -9.29345 PredOutput -2.10246 -9.29226 
input 2.12537 9.60073 PredOutput 2.12587 9.59704 
input -0.595344 -0.21101 PredOutput -0.595785 -0.21186 
input -1.70047 -4.91704 PredOutput -1.70101 -4.91573 
input -0.977274 -0.933359 PredOutput -0.976791 -0.932002 
input -1.96445 -7.58096 PredOutput -1.96472 -7.58329 
input 1.79216 5.75615 PredOutput 1.79128 5.7541 
input 1.6191 4.24445 PredOutput 1.62067 4.24779 
input 0.999953 0.999859 PredOutput 1.00203 1.00009 
input 0.371454 0.0512526 PredOutput 0.372694 0.0511711 
input -1.9202 -7.08008 PredOutput -1.91964 -7.07685 
input -1.92173 -7.09705 PredOutput -1.92119 -7.09392 
input -1.53549 -3.62028 PredOutput -1.53482 -3.61739 
input -0.64143 -0.263905 PredOutput -0.642166 -0.265443 
input -1.52892 -3.57401 PredOutput -1.52821 -3.57135 
input 0.0371104 5.11077e-05 PredOutput 0.0369748 0.00376938 
input 1.6422 4.42873 PredOutput 1.64375 4.43271 
